objective,technology,name,id,full_only,url,geographies,location,tagline,description,contact,logo_url
20,3,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
7,3,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
10,2,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
2,2,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
6,3,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
6,3,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
5,3,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
1,2,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
9,3,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
3,2,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
19,2,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
11,3,SQL Power,63,1,www.sqlpower.ca,"Canada,America",Canada,"Just like Elon Musk set out to make the best car in the world that so happens to be electric, SQL Power set out to develop the best supervision platform in the world that so happens to be XBRL powered!","SQL Power Suite is an eSignature-ready supervision management framework that's completely multilingual. The solution integrates easily into existing regulatory infrastructures to unify de-centralized operations, and streamline important regulatory oversight functions. The platform has been field-proven by Canadian as well as international regulators. The SQL Power Suite's dynamic rules-based architecture allows business users to easily update an organization's taxonomy in order to reflect the most recent regulatory policy or legislative changes. The solution automatically renders web-forms/returns from the latest taxonomy, and cascades taxonomy changes throughout the system, without any need for re-coding. This reduces the dependency on outside consultants or IT for ongoing system maintenance. It fully insulates the regulator and the filing entities from XBRL's complexities, while delivering all the advantages of a complete end-to-end XBRL-based regulatory platform - ensuring maximum adoption, transparency, flexibility and compliance. SQL Power's real-time SQL Analytics platform is the most powerful SQL Business Intelligence (BI) platform on the market, delivering a pre-built data mart solution that is taxonomy-agnostic (no ETL changes required) and a BI tool in MicroStrategy that provides all Business Intelligence requirements including",info@sqlpower.ca,/static/images/vendor-logos/sql-power.png
22,12,Squirro,64,0,squirro.com,Global,Switzerland,,"Squirro is a modern Cognitive Insights Engine that uses Predictive Analytics, Machine Learning and more to enable you to turn even unstructured data into actions.",,/static/images/vendor-logos/squirro.png
22,20,Squirro,64,0,squirro.com,Global,Switzerland,,"Squirro is a modern Cognitive Insights Engine that uses Predictive Analytics, Machine Learning and more to enable you to turn even unstructured data into actions.",,/static/images/vendor-logos/squirro.png
12,12,Squirro,64,0,squirro.com,Global,Switzerland,,"Squirro is a modern Cognitive Insights Engine that uses Predictive Analytics, Machine Learning and more to enable you to turn even unstructured data into actions.",,/static/images/vendor-logos/squirro.png
5,12,Squirro,64,0,squirro.com,Global,Switzerland,,"Squirro is a modern Cognitive Insights Engine that uses Predictive Analytics, Machine Learning and more to enable you to turn even unstructured data into actions.",,/static/images/vendor-logos/squirro.png
19,12,Squirro,64,0,squirro.com,Global,Switzerland,,"Squirro is a modern Cognitive Insights Engine that uses Predictive Analytics, Machine Learning and more to enable you to turn even unstructured data into actions.",,/static/images/vendor-logos/squirro.png
19,20,Squirro,64,0,squirro.com,Global,Switzerland,,"Squirro is a modern Cognitive Insights Engine that uses Predictive Analytics, Machine Learning and more to enable you to turn even unstructured data into actions.",,/static/images/vendor-logos/squirro.png
11,12,Squirro,64,0,squirro.com,Global,Switzerland,,"Squirro is a modern Cognitive Insights Engine that uses Predictive Analytics, Machine Learning and more to enable you to turn even unstructured data into actions.",,/static/images/vendor-logos/squirro.png
14,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
22,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
22,12,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
12,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
12,12,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
4,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
17,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
15,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
20,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
7,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
10,2,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
2,2,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
6,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
6,3,Sunoida,65,1,sunoida.com,"Kenya,Rwanda,South Africa,Malaysia,Africa,Asia",UAE,,"Sunoida Solutions is one of the fastest growing Business Intelligence and Analytics Company in the emerging markets. As a niche player in the area of Business Intelligence and Enterprise Risk Management for Financial Institutions, Sunoida provides technology solutions on the back of very strong domain consulting in the banking space. Our solutions have been designed “For Bankers by Bankers”. The company has a perfect blend of business domain experts and technology experts and that combined knowledge is critical to succeed in today’s dynamic business environment. Sunoida provides Best-In-Class Products & Services and ensures that we deliver top quality solutions to our customers, on time and within budget meeting or exceeding client expectations and helping our customers to achieve their business objectives. Sunoida’s offerings are anchored on the back of very strong banking domain expertise residing across its various centers of excellence which are made up of professionals with years of successful experience at building and delivering solutions for various banking functions.Our company is headquartered in Dubai and we have presence in Europe, Africa, Middle East, India and Asia Pacific regions.",marketing@sunoida.com,/static/images/vendor-logos/sunoida.png
